Trial Title,Trial Phase,Trial Status,Sponsor,Disease,Patient Segment,MeSH Term,Countries
"Phase I/IIa Open-label Clinical Study of BI-1607, an Fc-Engineered Monoclonal Antibody to CD32b (FcγRIIB), in Combination with Trastuzumab in Subjects with HER2-positive Advanced Solid Tumors",I/II,Open,BioInvent,Oncology: Breast; Oncology: Esophageal; Oncology: Gastric; Oncology: Unspecified Solid Tumor,HER2 positive; Second line; Stage III; Stage IV; Third line,"Breast Neoplasms; Esophageal Cancer; Esophageal Neoplasms; Neoplasms, Unknown Primary; Stomach Carcinoma; Stomach Neoplasms",Germany; Spain; United Kingdom; United States
A Phase I/II Trial of Leflunomide in Women With Previously Treated Metastatic Triple Negative Cancers,I/II,Open,Icahn School of Medicine at Mount Sinai {Mount Sinai School of Medicine},Oncology: Breast,HER2 negative; Second line; Stage IV; Triple receptor negative,Breast Diseases; Breast Neoplasms; Triple Negative Breast Neoplasms,United States
A Phase I Cellular Immunotherapy Study of Intraventricularly Administered Autologous HER2-Targeted Chimeric Antigen Receptor (HER2-CAR) T Cells in Patients With Brain and/or Leptomeningeal Metastases From HER2 Positive Cancers,I,Open,"National Institutes of Health/National Cancer Institute;
City of Hope Comprehensive Cancer Center
California Institute for Regenerative Medicine (CIRM)",Oncology: Breast; Oncology: Metastatic Cancer,CNS mets; HER2 positive; Line of therapy N/A; Stage IV,"Brain Neoplasms; Breast Neoplasms; Central Nervous System Neoplasms; Neoplasm Metastasis; Neoplasms; Neoplasms, Second Primary",United States
"Harnessing Olaparib, Palbociclib and Endocrine Therapy: A Phase I/II Trial of Olaparib, Palbociclib and Fulvestrant in Patients With BRCA Mutation-associated, Hormone Receptor-positive, Human Epidermal Growth Factor Receptor 2 (HER2)-Negative Metastatic Breast Cancer (HOPE).",I/II,Open,Abramson Cancer Center at University of Pennsylvania Medical Center;;,Oncology: Breast,BRCA; Estrogen receptor positive; First line; HER2 negative; Progesterone receptor positive; Second line; Stage III; Stage IV; Third line,Breast Neoplasms,United States
"A Phase Ib, Multicenter, Two-Part, Open-Label Study of Trastuzumab Deruxtecan (DS-8201a), An Anti-Human Epidermal Growth Factor Receptor-2 (HER2)-Antibody Drug Conjugate (ADC), In Combination With Pembrolizumab, An Anti-PD-1 Antibody, For Subjects With Locally Advanced/Metastatic Breast Or Non-Small Cell Lung Cancer (NSCLC).",I,Open,"AstraZeneca;
Merck & Co./Merck Sharp & Dohme (MSD)
Daiichi Sankyo","Oncology: Breast; Oncology: Lung, Non-Small Cell",ALK; BRAF; EGFR; Estrogen receptor positive; First line; HER2 positive; PD-1 Naive; PD-L1 Naive; Progesterone receptor positive; Second line; Stage III; Stage IV,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Lung Neoplasms",France; Spain; United Kingdom; United States
"A Phase I/II, Open Label, Dose Escalation, and Cohort Expansion Clinical Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of ARV-471 Alone and in Combination with Palbociclib (IBRANCE) in Patients with Estrogen Receptor Positive/Human Epidermal Growth Factor Receptor 2 Negative (ER+/HER2-) Locally Advanced or Metastatic Breast Cancer, who Have Received Prior Hormonal Therapy and Chemotherapy in the Locally Advanced/Metastatic Setting",I/II,Open,"Pfizer;
Arvinas;",Oncology: Breast,Estrogen receptor positive; Fourth line or greater; HER2 negative; Second line; Stage III; Stage IV; Third line,Breast Neoplasms,United States
"A Phase Ib Clinical Trial Evaluating DCVax-Direct, Autologous Activated Dendritic Cells for Intratumoral Injection, in Patients With Unresectable Brain Metastases From Breast- or Non-Small Cell Lung Cancer",I,Planned,"Northwest Biotherapeutics
Mayo Clinic;","Oncology: Breast; Oncology: Lung, Non-Small Cell; Oncology: Metastatic Cancer",CNS mets; Estrogen receptor positive; First line; HER2 negative; HER2 positive; Progesterone receptor positive; Stage IV; Triple receptor negative,"Brain Neoplasms; Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Central Nervous System Neoplasms; Lung Neoplasms; Neoplasm Metastasis; Neoplasms; Neoplasms, Second Primary",United States
Phase I Study of Autologous T Lymphocytes Expressing GD2-specific Chimeric Antigen and Constitutively Active IL-7 Receptors for the Treatment of Patients With Relapsed or Refractory Neuroblastoma and Other GD2 Positive Solid Cancers(GAIL-N),I,Open,"Baylor College of Medicine
(Other Hospital/Academic/Medical Center);",Oncology: Breast; Oncology: Melanoma; Oncology: Neuroblastoma; Oncology: Osteosarcoma; Oncology: Soft Tissue Sarcoma; Oncology: Unspecified Solid Tumor,Fourth line or greater; HER2 positive; Pediatric or Adolescent; Second line; Stage IV; Third line,"Breast Neoplasms; Ewing Sarcoma; Fibrosarcoma; Leiomyosarcoma; Liposarcoma; Melanoma; Neoplasms, Unknown Primary; Neuroblastoma; Osteosarcoma; Rhabdomyosarcoma; Sarcoma; Sarcoma, Ewing; Soft Tissue Neoplasms; Soft Tissue Sarcoma; Synovial Sarcoma",United States
"A Phase I Dose Escalation and Expansion Study of AZD9833 Alone or in Combination in Women With ER-positive, HER2-negative Advanced Breast Cancer (SERENA-1)",I,Open,AstraZeneca;,Oncology: Breast,Estrogen receptor positive; Fourth line or greater; HER2 negative; Second line; Stage III; Stage IV; Third line,Breast Neoplasms,Spain; United Kingdom; United States
A Safety Lead-In/Randomized Phase II Study of BMX-001 as a Therapeutic Agent for Treatment of Cancer Patients With Multiple Brain Metastases Undergoing Whole-Brain Radiotherapy,I/II,Open,"National Institutes of Health/National Cancer Institute;
Duke Comprehensive Cancer Center
BioMimetix JV","Oncology: Breast; Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Metastatic Cancer; Oncology: Renal",CNS mets; Line of therapy N/A; Stage IV,"Brain Neoplasms; Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Central Nervous System Neoplasms; Kidney Neoplasms; Melanoma; Neoplasm Metastasis; Renal Cancer; Wilms Tumor",United States
A Pilot Trial of Topical Calcipotriene Treatment for Breast Cancer Immunoprevention,I,Open,Massachusetts General Hospital,Oncology: Breast,Adjuvant; Estrogen receptor positive; HER2 negative; HER2 positive; Progesterone receptor positive; Stage 0; Stage I; Stage II; Triple receptor negative,Breast Neoplasms,United States
"A Phase I/II, Open-label, Multi-Center Study of the Safety and Efficacy of KY1044 as Single Agent and in Combination With Anti-PD-L1 (Atezolizumab) in Adult Patients With Selected Advanced Malignancies",I/II,Open,Sanofi;/Kymab,"Oncology: Breast; Oncology: Cervical; Oncology: Esophageal; Oncology: Gastric; Oncology: Head/Neck; Oncology: Liver; Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Pancreas; Oncology: Renal; Oncology: Unspecified Solid Tumor",Adenocarcinoma; First line; Fourth line or greater; HER2 negative; Large Cell; PD-1 Naive; PD-1 Refractory; PD-L1 Naive; PD-L1 Refractory; Second line; Squamous Cell; Stage III; Stage IV; Third line; Triple receptor negative,"Breast Neoplasms; Carcinoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Esophageal Cancer; Esophageal Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Liver Cancer; Liver Neoplasms; Melanoma; Neoplasms, Unknown Primary; Pancreatic Cancer; Pancreatic Neoplasms; Renal Cancer; Squamous Cell Carcinoma of Head and Neck; Stomach Carcinoma; Stomach Neoplasms; Triple Negative Breast Neoplasms; Uterine Cervical Neoplasms; Wilms Tumor","Germany; Hungary; Italy; Poland; Spain; Taiwan, China; United Kingdom; United States"
"A Phase I Open Label, Multi-Arm, Multicenter Study of MK-4830 as Monotherapy and in Combination With Pembrolizumab for Participants With Advanced Solid Tumors",I,Open,Merck & Co./Merck Sharp & Dohme (MSD),"Oncology: Breast; Oncology: CNS, Glioblastoma; Oncology: Esophageal; Oncology: Fallopian Tube; Oncology: Gastric; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Mesothelioma; Oncology: Ovarian; Oncology: Pancreas; Oncology: Primary Peritoneal; Oncology: Renal; Oncology: Unspecified Solid Tumor",Adenocarcinoma; First line; Fourth line or greater; HER2 negative; Large Cell; PD-1 Naive; PD-1 Refractory; PD-L1 Naive; PD-L1 Positive; PD-L1 Refractory; Second line; Stage III; Stage IV; Third line; Triple receptor negative,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Esophageal Cancer; Esophageal Neoplasms; Fallopian Tube Neoplasms; Glioblastoma; Head and Neck Neoplasms; Kidney Neoplasms; Mesothelioma; Neoplasms, Mesothelial; Neoplasms, Unknown Primary; Ovarian Cancer; Ovarian Neoplasms; Pancreatic Cancer; Pancreatic Neoplasms; Peritoneal Neoplasms; Renal Cancer; Stomach Carcinoma; Stomach Neoplasms; Unspecified; Wilms Tumor",Australia; Canada; Greece; Israel; Poland; South Africa; South Korea; Spain; United States
Examining Oncolytic Poliovirus Bioactivity in Tumor Tissue After Intratumoral Administration of PVSRIPO in Women With Invasive Breast Cancer,I,Open,"Duke University Medical Center
US Department of Defense
Istari Oncology",Oncology: Breast,Estrogen receptor positive; HER2 negative; HER2 positive; Neoadjuvant; Progesterone receptor positive; Stage II; Stage III; Stage IV; Triple receptor negative,Breast Neoplasms,United States
A Pilot Trial of Atorvastatin in p53-Mutant and p53 Wild-Type Malignancies,I,Open,University of Kansas,"Oncology: Bladder; Oncology: Breast; Oncology: CNS, Glioblastoma; Oncology: Endometrial; Oncology: Esophageal; Oncology: Gastric; Oncology: Leukemia, Acute Myelogenous; Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Myelodysplastic Syndrome; Oncology: Ovarian; Oncology: Unspecified Cancer; Oncology: Unspecified Hematological Cancer; Oncology: Unspecified Solid Tumor",(N/A); First line; Neoadjuvant; Second line; Untreated,"Acute Myelocytic Leukemia; Breast Neoplasms; Carcinoma, Endometrioid; Carcinoma, Non-Small-Cell Lung; Endometrial Neoplasms; Esophageal Cancer; Esophageal Neoplasms; Glioblastoma; Hematologic Neoplasms; Leukemia, Myeloid, Acute; Melanoma; Myelodysplastic Syndromes; Neoplasms; Neoplasms, Unknown Primary; Ovarian Cancer; Ovarian Neoplasms; Stomach Carcinoma; Stomach Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms",United States
"An Open-Label, Multiple-Dose, Dose-Escalation Study to Investigate the Safety, Pharmacokinetics, and Pharmacodynamics of VMD-928 in Subjects With Solid Tumors or Lymphoma",I,Open,VM Oncology,"Oncology: Bile Duct (Cholangiocarcinoma); Oncology: Breast; Oncology: Cervical; Oncology: Esophageal; Oncology: Gastric; Oncology: Head/Neck; Oncology: Leukemia, Acute Myelogenous; Oncology: Liver; Oncology: Lung, Non-Small Cell; Oncology: Lymphoma, Hodgkin's; Oncology: Lymphoma, Non-Hodgkin's; Oncology: Melanoma; Oncology: Mesothelioma; Oncology: Ovarian; Oncology: Pancreas; Oncology: Prostate; Oncology: Skin, Squamous Cell Carcinoma (cSCC); Oncology: Thymus; Oncology: Unspecified Solid Tumor",Aggressive; Classical; HER2 negative; Indolent; Nodular lymphocyte-predominant; Second line; Squamous Cell; Stage III; Stage IV; Thymic carcinoma; Thymoma; Triple receptor negative,"Acute Myelocytic Leukemia; Bile Duct Neoplasms; Breast Neoplasms; Carcinoma; Carcinoma, Adenoid Cystic; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Carcinoma, Squamous Cell; Cholangiocarcinoma; Esophageal Cancer; Esophageal Neoplasms; Head and Neck Neoplasms; Hodgkin Disease; Hodgkin Lymphoma; Leukemia, Myeloid; Leukemia, Myeloid, Acute; Liver Cancer; Liver Neoplasms; Lung Neoplasms; Lymphoma; Lymphoma, Large-Cell, Anaplastic; Lymphoma, Non-Hodgkin; Melanoma; Mesothelioma; Mesothelioma, Malignant; Neoplasms, Mesothelial; Neoplasms, Unknown Primary; Ovarian Cancer; Ovarian Neoplasms; Pancreatic Cancer; Pancreatic Neoplasms; Prostatic Neoplasms; Squamous Cell Carcinoma of Head and Neck; Stomach Carcinoma; Stomach Neoplasms; Thymoma; Thymus Neoplasms; Uterine Cervical Neoplasms",United States
A Phase 1a/1b Study Exploring the Safety and Tolerability of INCB081776 in Participants With Advanced Malignancies,I,Open,Incyte Corporation,"Oncology: Bladder; Oncology: Breast; Oncology: Esophageal; Oncology: Gastric; Oncology: Head/Neck; Oncology: Leukemia, Acute Myelogenous; Oncology: Liver; Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Renal; Oncology: Soft Tissue Sarcoma; Oncology: Unspecified Solid Tumor",(N/A); HER2 negative; Metastatic; MSI-H/dMMR; PD-1 Naive; PD-1 Refractory; PD-L1 Naive; PD-L1 Refractory; Second line; Stage III; Stage IV; Triple receptor negative,"Acute Myelocytic Leukemia; Breast Neoplasms; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Esophageal Cancer; Esophageal Neoplasms; Fibrosarcoma; Head and Neck Neoplasms; Kidney Neoplasms; Leiomyosarcoma; Leukemia, Myeloid, Acute; Liposarcoma; Liver Cancer; Liver Neoplasms; Melanoma; Neoplasms; Neoplasms, Unknown Primary; Renal Cancer; Rhabdomyosarcoma; Sarcoma; Soft Tissue Neoplasms; Soft Tissue Sarcoma; Stomach Carcinoma; Stomach Neoplasms; Synovial Sarcoma; Urethral Neoplasms; Urinary Bladder Neoplasms; Wilms Tumor",United States
"A Phase I/II Safety and Efficacy Dose Escalation / Dose Expansion Study of a CAB-ROR2-ADC, Alone and in Combination With a PD-1 Inhibitor, in Patients With Advanced Solid Tumors (Ph1) and Melanoma and NSCLC Patients (Ph2)",I/II,Open,BioAtla,"Oncology: Breast; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Soft Tissue Sarcoma; Oncology: Unspecified Solid Tumor",HER2 negative; Locally advanced; Metastatic; PD-1 Refractory; PD-L1 Refractory; Second line; Stage III; Stage IV; Triple receptor negative; Unresectable,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Fibrosarcoma; Head and Neck Neoplasms; Leiomyosarcoma; Liposarcoma; Melanoma; Neoplasms, Unknown Primary; Rhabdomyosarcoma; Sarcoma; Soft Tissue Neoplasms; Soft Tissue Sarcoma; Synovial Sarcoma; Triple Negative Breast Neoplasms","France; Germany; Greece; Hong Kong, S.A.R., China; Italy; Poland; Spain; Taiwan, China; United States"
A Phase I/II Study of CPI-0209 in Patients With Advanced Solid Tumors and Lymphomas,I/II,Open,MorphoSys/Constellation Pharmaceuticals,"Oncology: Bile Duct (Cholangiocarcinoma); Oncology: Bladder; Oncology: Breast; Oncology: Colorectal; Oncology: Endometrial; Oncology: Gastric; Oncology: Lung, Small Cell; Oncology: Lymphoma, Hodgkin's; Oncology: Lymphoma, Non-Hodgkin's; Oncology: Melanoma; Oncology: Mesothelioma; Oncology: Neuroendocrine; Oncology: Ovarian; Oncology: Pancreas; Oncology: Prostate; Oncology: Renal; Oncology: Soft Tissue Sarcoma; Oncology: Unspecified Hematological Cancer; Oncology: Unspecified Solid Tumor",Aggressive; Classical; Diffuse large B-cell lymphoma (DLBCL); Fourth line or greater; Hormone refractory; Indolent; Metastatic; MSI-H/dMMR; Nodular lymphocyte-predominant; PD-1 Refractory; Peripheral T-cell lymphoma (PTCL); Pulmonary; Second line; Stage III; Stage IV; Third line,"Bile Duct Neoplasms; Breast Neoplasms; Carcinoma, Endometrioid; Carcinoma, Renal Cell; Carcinoma, Small Cell; Cholangiocarcinoma; Colorectal Neoplasms; Endometrial Neoplasms; Fibrosarcoma; Hematologic Neoplasms; Hodgkin Disease; Hodgkin Lymphoma; Kidney Neoplasms; Leiomyosarcoma; Liposarcoma; Lymphoma; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Large-Cell, Anaplastic; Lymphoma, Non-Hodgkin; Lymphoma, T-Cell; Lymphoma, T-Cell, Peripheral; Melanoma; Mesothelioma; Mesothelioma, Malignant; Neoplasms; Neoplasms, Mesothelial; Neoplasms, Unknown Primary; Neuroendocrine Tumors; Ovarian Cancer; Ovarian Neoplasms; Pancreatic Cancer; Pancreatic Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Renal Cancer; Rhabdomyosarcoma; Sarcoma; Small Cell Lung Carcinoma; Soft Tissue Neoplasms; Soft Tissue Sarcoma; Stomach Carcinoma; Stomach Neoplasms; Synovial Sarcoma; Urethral Neoplasms; Urinary Bladder Neoplasms; Wilms Tumor",France; Italy; Poland; Spain; United Kingdom; United States
Pembrolizumab And Stereotactic Radiosurgery (Srs) Of Selected Brain Metastases In Breast Cancer Patients.,I/II,Open,"Weill Medical College of Cornell University
Merck & Co./Merck Sharp & Dohme (MSD)",Oncology: Breast; Oncology: Metastatic Cancer,Adjuvant; CNS mets; Neoadjuvant; Stage IV,Brain Neoplasms; Breast Neoplasms; Central Nervous System Neoplasms; Neoplasm Metastasis,United States
"A Phase Ia/Ib, Open Label, Multicenter, Dose-escalation Study of BI 907828 in Patients With Advanced or Metastatic Solid Tumors",I,Open,Boehringer Ingelheim,"Oncology: Bladder; Oncology: Breast; Oncology: CNS, Glioblastoma; Oncology: GIST; Oncology: Lung, Non-Small Cell; Oncology: Metastatic Cancer; Oncology: Osteosarcoma; Oncology: Pancreas; Oncology: Soft Tissue Sarcoma; Oncology: Unspecified Solid Tumor",Adenocarcinoma; CNS mets; Estrogen receptor positive; First line; Fourth line or greater; HER2 negative; HER2 positive; Large Cell; Progesterone receptor positive; Second line; Stage III; Stage IV; Third line; Triple receptor negative,"Brain Neoplasms; Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Central Nervous System Neoplasms; Ewing Sarcoma; Fibrosarcoma; Gastrointestinal Stromal Tumors; Glioblastoma; Leiomyosarcoma; Liposarcoma; Neoplasm Metastasis; Neoplasms, Unknown Primary; Osteosarcoma; Pancreatic Cancer; Pancreatic Neoplasms; Rhabdomyosarcoma; Sarcoma; Soft Tissue Neoplasms; Soft Tissue Sarcoma; Synovial Sarcoma; Unspecified; Urethral Neoplasms; Urinary Bladder Neoplasms",Belgium; Canada; Germany; Japan; Poland; Spain; Sweden; United States
"A Phase Ia/Ib, Open-Label, Dose-Escalation Study of the Safety and Pharmacokinetics of Runimotamab Administered Intravenously as a Single Agent and in Combination With Trastuzumab in Patients With Locally Advanced or Metastatic HER2-Expressing Cancers",I,Open,Roche;Genentech; {Genentech;},Oncology: Breast; Oncology: Esophageal; Oncology: Gastric; Oncology: Unspecified Solid Tumor,HER2 negative; HER2 positive; Second line; Stage III; Stage IV,"Breast Neoplasms; Esophageal Cancer; Esophageal Neoplasms; Neoplasms, Unknown Primary; Stomach Carcinoma; Stomach Neoplasms; Unspecified","Australia; Belgium; Canada; Denmark; France; Italy; Japan; Netherlands; Singapore; South Korea; Spain; Taiwan, China; United Kingdom; United States"
A Phase Ib Investigation of Pembrolizumab in Combination With Intratumoral Injection of Clostridium Novyi-NT in Patients With Treatment-Refractory Solid Tumors,I,Open,"MD Anderson Cancer Center University of Texas;
Merck & Co./Merck Sharp & Dohme (MSD)
BioMed Valley Discoveries","Oncology: Anal; Oncology: Bladder; Oncology: Breast; Oncology: Cervical; Oncology: CNS, Glioblastoma; Oncology: CNS, Medulloblastoma; Oncology: CNS, Other; Oncology: Colorectal; Oncology: Endometrial; Oncology: Esophageal; Oncology: Gastric; Oncology: GIST; Oncology: Head/Neck; Oncology: Liver; Oncology: Lung, Non-Small Cell; Oncology: Mesothelioma; Oncology: Ovarian; Oncology: Pancreas; Oncology: Prostate; Oncology: Renal; Oncology: Soft Tissue Sarcoma; Oncology: Testicular; Oncology: Thyroid",Advanced; Metastatic; Second line; Stage III; Stage IV,"Anus Neoplasms; Breast Neoplasms; Carcinoma, Endometrioid; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Central Nervous System Neoplasms; Colorectal Neoplasms; Endometrial Neoplasms; Esophageal Cancer; Esophageal Neoplasms; Eye Neoplasms; Fibrosarcoma; Gastrointestinal Stromal Tumors; Genital Neoplasms, Female; Genital Neoplasms, Male; Glioblastoma; Head and Neck Neoplasms; Kidney Neoplasms; Leiomyosarcoma; Lip Neoplasms; Liposarcoma; Liver Cancer; Liver Neoplasms; Medulloblastoma; Mesothelioma; Neoplasms; Neoplasms, Mesothelial; Ovarian Cancer; Ovarian Neoplasms; Pancreatic Cancer; Pancreatic Neoplasms; Prostatic Neoplasms; Renal Cancer; Rhabdomyosarcoma; Sarcoma; Soft Tissue Neoplasms; Soft Tissue Sarcoma; Stomach Carcinoma; Stomach Neoplasms; Synovial Sarcoma; Testicular Cancer; Testicular Neoplasms; Thyroid Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms; Urologic Neoplasms; Uterine Cervical Neoplasms; Wilms Tumor",United States
"A Phase I/IIa Study in 3 Parts (Phase Ia and Phase Ib - Dose Escalations and Phase IIa Expansion Cohorts) to Evaluate the Safety, Tolerability, Pharmacokinetics, and Preliminary Antitumor Activity of MIV-818 in Patients with Liver Cancer Manifestations",I/II,Open,Medivir,"Oncology: Bile Duct (Cholangiocarcinoma); Oncology: Breast; Oncology: Colorectal; Oncology: Gastric; Oncology: Liver; Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Metastatic Cancer; Oncology: Pancreas; Oncology: Renal; Oncology: Unspecified Solid Tumor",Fourth line or greater; Intrahepatic; Liver mets; Second line; Stage III; Stage IV; Third line,"Bile Duct Neoplasms; Breast Neoplasms; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cholangiocarcinoma; Cholangiocarcinoma; Colorectal Neoplasms; Kidney Neoplasms; Liver Cancer; Liver Neoplasms; Melanoma; Neoplasm Metastasis; Neoplasms, Unknown Primary; Pancreatic Cancer; Pancreatic Neoplasms; Renal Cancer; Stomach Carcinoma; Stomach Neoplasms; Wilms Tumor",Belgium; South Korea; Spain; United Kingdom; United States
A Phase I/II Study of OBI-3424 in Subjects With Advanced Solid Tumors,I/II,Open,OBI Pharma,"Oncology: Breast; Oncology: Colorectal; Oncology: Leukemia, Acute Lymphocytic; Oncology: Liver; Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Ovarian; Oncology: Pancreas; Oncology: Prostate; Oncology: Unspecified Solid Tumor",(N/A); Fourth line or greater; Hormone refractory; Second line; Stage III; Stage IV; T-cell; Third line,"Adenocarcinoma; Breast Neoplasms; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Liver Cancer; Liver Neoplasms; Melanoma; Neoplasms, Unknown Primary; Ovarian Neoplasms; Pancreatic Neoplasms; Precursor Cell Lymphoblastic Leukemia-Lymphoma; Prostatic Neoplasms",United States
A Phase I/II Study Using the Administration of Autologous T-Cells Engineered Using the Sleeping Beauty Transposon/Transposase System to Express T-Cell Receptors Reactive Against Mutated Neoantigens in Patients With Metastatic Cancer,I/II,Open,National Institutes of Health/National Cancer Institute;,"Oncology: Bladder; Oncology: Breast; Oncology: CNS, Glioblastoma; Oncology: Colorectal; Oncology: GIST; Oncology: Lung, Non-Small Cell; Oncology: Ovarian; Oncology: Unspecified Solid Tumor",Adenocarcinoma; Large Cell; Second line; Squamous Cell; Stage III; Stage IV,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Gastrointestinal Stromal Tumors; Glioblastoma; Neoplasms, Unknown Primary; Ovarian Cancer; Ovarian Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms; Urogenital Neoplasms",United States
"A Multicenter, Open-Label Phase I/II Trial Evaluating the Safety, Tolerability, and Efficacy of MORAb-202, a Folate Receptor Alpha (FRa)-Targeting Antibody-drug Conjugate (ADC) in Subjects With Selected Tumor Types",I/II,Open,"Bristol-Myers Squibb
Eisai/Morphotek","Oncology: Breast; Oncology: Endometrial; Oncology: Fallopian Tube; Oncology: Lung, Non-Small Cell; Oncology: Ovarian; Oncology: Primary Peritoneal",Adenocarcinoma; Fourth line or greater; HER2 negative; PD-1 Naive; PD-1 Refractory; PD-L1 Naive; PD-L1 Refractory; Second line; Stage III; Stage IV; Triple receptor negative,"Breast Neoplasms; Carcinoma, Endometrioid; Carcinoma, Non-Small-Cell Lung; Endometrial Neoplasms; Fallopian Tube Neoplasms; Ovarian Cancer; Ovarian Neoplasms; Peritoneal Neoplasms; Unspecified",United Kingdom; United States
A Phase I Clinical Study To Test The Safety And Efficacy of CARMA in Patients With Recurrent Ovarian Cancer And in Patients With HER2-overexpressing Malignancies Through A Basket Trial Approach.,I,Open,"MD Anderson Cancer Center University of Texas;
Sarah Cannon Research Institute {Sarah Cannon-Minnie Pearl Cancer Center}
Abramson Cancer Center at University of Pennsylvania Medical Center;;
University of North Carolina
Carisma Therapeutics {CARMA Therapeutics}","Oncology: Bile Duct (Cholangiocarcinoma); Oncology: Bladder; Oncology: Breast; Oncology: Cervical; Oncology: Colorectal; Oncology: Endometrial; Oncology: Esophageal; Oncology: Gallbladder; Oncology: Gastric; Oncology: Head/Neck; Oncology: Liver; Oncology: Lung, Non-Small Cell; Oncology: Lung, Small Cell; Oncology: Neuroendocrine; Oncology: Ovarian; Oncology: Pancreas; Oncology: Prostate; Oncology: Testicular; Oncology: Unspecified Solid Tumor",Adenocarcinoma; EGFR; Fourth line or greater; HER2 positive; Pulmonary; Second line; Squamous Cell; Stage IV; Third line,"Bile Duct Neoplasms; Biliary Tract Neoplasms; Breast Neoplasms; Carcinoma; Carcinoma, Ductal; Carcinoma, Endometrioid; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Carcinoma, Ovarian Epithelial; Carcinoma, Small Cell; Carcinoma, Squamous Cell; Carcinoma, Transitional Cell; Cholangiocarcinoma; Colorectal Neoplasms; Endometrial Neoplasms; Esophageal Cancer; Esophageal Neoplasms; Gallbladder Neoplasms; Head and Neck Neoplasms; Inflammatory Breast Neoplasms; Liver Cancer; Liver Neoplasms; Lung Neoplasms; Neoplasms; Neoplasms, Unknown Primary; Neuroendocrine Tumors; Ovarian Cancer; Ovarian Neoplasms; Pancreatic Cancer; Pancreatic Neoplasms; Prostatic Neoplasms; Small Cell Lung Carcinoma; Stomach Carcinoma; Stomach Neoplasms; Testicular Cancer; Testicular Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms",United States
Phase I/II Dose-Escalation and Expansion Study of FLX475 Alone and in Combination with Pembrolizumab in Advanced Cancer,I/II,Open,"Merck & Co./Merck Sharp & Dohme (MSD)
RAPT Therapeutics {FLX Bio {Flexus Biosciences}}","Oncology: Bladder; Oncology: Breast; Oncology: Cervical; Oncology: Colorectal; Oncology: Esophageal; Oncology: Gastric; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Lymphoma, Hodgkin's; Oncology: Lymphoma, Non-Hodgkin's; Oncology: Melanoma; Oncology: Ovarian; Oncology: Renal",Adenocarcinoma; Aggressive; Classical; Fourth line or greater; HER2 negative; Other subtype; PD-L1 High; PD-L1 Positive; Second line; Stage III; Stage IV; Third line; Triple receptor negative,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Colorectal Neoplasms; Esophageal Cancer; Esophageal Neoplasms; Head and Neck Neoplasms; Hodgkin Disease; Hodgkin Lymphoma; Kidney Neoplasms; Lymphoma, Large-Cell, Anaplastic; Lymphoma, Non-Hodgkin; Melanoma; Neoplasms; Ovarian Cancer; Ovarian Neoplasms; Renal Cancer; Stomach Carcinoma; Stomach Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Wilms Tumor","Australia; Georgia; Hong Kong, S.A.R., China; South Korea; Taiwan, China; Thailand; United States"
